pe_op_dil,CAPEI,pe_op_basic,divyield,pe_exi,pcf,ptb,PEG_ltgforward,bm,evm,ps,pe_inc,PEG_1yrforward,PEG_trailing,dpr,GProf,roe,short_debt,invt_act,roce
9.281,15.916,9.281,0.0352,15.286,8.277000000000001,2.142,10.056,0.513,6.716,3.21,15.158,-0.925,0.98,0.792,0.321,0.124,0.253,0.078,0.196
106.0,18.191,106.0,0.0046,140.194,1.669,1.166,11.683,1.095,34.591,1.595,51.738,7.114,0.98,6.917999999999998,0.025,0.031,0.609,0.152,0.026
7.291,6.896,7.087999999999999,0.0472,6.2860000000000005,4.473,3.444,0.931,0.231,7.883999999999999,0.417,6.2860000000000005,-0.092,0.506,0.276,0.208,0.468,0.35700000000000004,0.278,0.152
13.876,15.067,13.667,0.0269,13.876,11.064,3.3760000000000003,1.226,0.337,9.171,1.96,13.876,4.6930000000000005,1.922,0.363,0.477,0.261,0.206,0.268,0.279
17.475,18.978,14.363,0.0381,20.559,14.63,1.575,6.568,0.758,6.943,2.472,20.559,1.001,0.98,0.722,0.284,0.077,0.128,0.139,0.134
17.933,24.874,17.582,0.026,19.886,15.441,3.655,3.036,0.28,11.619000000000002,4.102,19.886,2.495,1.533,0.487,0.415,0.203,0.266,0.142,0.231
10.277,11.956,10.168,0.0208,10.277,8.566,1.379,2.1590000000000003,0.8170000000000001,6.002000000000002,1.294,10.277,2.025,0.244,0.202,0.08900000000000001,0.14400000000000002,0.016,0.152,0.171
7.6389999999999985,11.003,7.5939999999999985,0.031400000000000004,7.6389999999999985,5.098,1.499,1.046,0.743,4.176,0.894,7.6389999999999985,0.173,0.453,0.221,0.285,0.222,0.094,0.121,0.309
16.364,19.895,16.364,0.0183,16.199,10.819,3.299,1.2819999999999998,0.304,9.562,0.556,17.430999999999994,1.672,1.33,0.245,0.599,0.214,0.267,0.7340000000000001,0.214
50.188,38.211,50.188,0.0441,86.435,4.004,2.235,9.235,0.415,5.7120000000000015,1.129,86.435,4.248,0.98,3.5780000000000003,0.321,0.026,0.142,0.043,0.183
11.453,8.111,11.396,0.0391,13.005999999999998,7.282999999999999,2.06,1.334,0.474,7.377000000000002,0.525,13.005999999999998,-0.547,0.98,0.509,0.56,0.162,0.086,0.77,0.198
9.656,8.241,9.589,0.0292,9.413,7.945,0.91,1.66,1.11,7.402,1.002,9.413,-8.267999999999999,0.394,0.276,0.062,0.103,0.045,0.152,0.111
13.181,17.13,13.082,0.0253,12.041,10.209,9.015,1.146,0.104,8.064,0.682,12.02,-8.256,0.161,0.293,0.191,0.909,0.194,0.659,0.376
28.13,13.18,27.493,0.0276,31.0,6.362,4.268,1.6669999999999998,0.227,10.639,1.215,31.0,0.711,0.98,0.8370000000000001,0.182,0.163,0.292,0.256,0.091
17.147000000000002,21.882,16.859,0.03,17.914,15.941,3.886,3.492,0.256,12.429,3.774,17.914,6.291,1.071,0.493,0.416,0.201,0.194,0.138,0.228
7.068,10.864,6.885,0.0242,6.975,5.558,1.105,0.775,0.787,5.403,1.128,6.975,-0.669,0.1,0.161,0.086,0.17800000000000002,0.104,0.152,0.208
19.955,25.229,18.818,0.0242,19.835,13.18,2.484,1.67,0.379,12.872,2.516,19.484,1.311,1.992,0.429,0.314,0.141,0.361,0.3,0.159
13.373,15.109000000000002,13.168,0.0201,13.373,10.011,4.799,1.4380000000000002,0.181,9.939,3.751,13.373,0.65,1.12,0.266,0.617,0.425,0.369,0.014,0.49
15.191,16.338,15.15,0.0218,14.946,7.9620000000000015,2.845,1.384,0.363,8.337,0.515,15.027,1.709,1.774,0.293,0.636,0.203,0.119,0.6859999999999999,0.201
11.523,12.737,11.447,0.0186,12.719,8.193,1.791,1.46,0.473,9.241,2.019,12.719,0.981,2.9160000000000004,0.191,0.339,0.154,0.028,0.026,0.157
2.128,44.924,2.102,0.0254,2.128,10.789,5.013,0.097,0.204,7.522,4.022,2.128,0.031,0.026,0.0,0.507,0.47,0.194,0.02,0.6829999999999999
23.107,35.92800000000001,22.19,0.0097,22.016,11.477,1.938,1.6669999999999998,0.5920000000000001,11.48,1.676,22.19,2.235,0.458,0.187,0.096,0.08900000000000001,0.158,0.13,0.105
11.862,13.638,11.862,0.069,32.0,2.411,1.252,4.871,0.7090000000000001,4.268,0.72,32.0,-6.4,0.98,2.169,0.28800000000000003,0.04,0.1,0.099,0.179
9.721,20.696,9.412,0.0341,9.806,-2.422,1.264,1.01,0.7240000000000001,13.964,1.351,9.412,0.467,0.28800000000000003,0.298,0.047,0.141,0.607,0.152,0.075
52.804,13.869000000000002,52.804,0.0203,134.409,16.392,1.907,19.201,0.561,13.277,0.758,92.406,0.996,0.98,2.827,0.127,0.034,0.14400000000000002,0.35,0.05
9.45,11.127,9.345,0.0218,9.45,8.726,1.297,1.724,0.728,6.399,1.186,9.45,-0.932,0.187,0.201,0.091,0.149,0.079,0.152,0.175
13.333,16.118,13.005999999999998,0.0396,12.149,6.8260000000000005,2.435,1.331,0.34,9.534,0.908,12.149,4.723,0.397,0.611,0.193,0.213,0.07,0.336,0.151
15.39,15.575,15.199000000000002,0.0311,16.423,10.138,2.192,2.158,0.443,12.074000000000002,2.652,16.423,3.383,1.526,0.479,0.28300000000000003,0.135,0.024,0.024,0.133
17.736,22.762,17.516,0.0312,17.175,13.199000000000002,4.957,1.69,0.228,10.081,3.337,17.175,1.519,0.585,0.491,0.329,0.307,0.002,0.031,0.272
9.048,11.464,9.029,0.0292,8.722000000000001,2.647,0.8190000000000001,1.271,1.239,13.2,1.483,8.722000000000001,0.7240000000000001,0.115,0.313,0.039,0.108,0.5329999999999999,0.152,0.066
15.547,18.715,15.422,0.0229,14.409,14.3,16.366,1.092,0.064,9.582,0.8370000000000001,14.382,-2.0340000000000003,0.396,0.315,0.179,1.277,0.19,0.647,0.365
10.13,23.69,10.013,0.0292,10.54,17.017,4.82,1.115,0.208,15.038,3.828,10.54,0.7490000000000001,1.516,0.561,0.477,0.258,0.73,0.168,0.271
16.93,17.99,16.761,0.0104,17.639,12.028,1.6269999999999998,1.96,0.59,8.83,1.794,17.639,1.459,0.98,0.179,0.118,0.099,0.135,0.162,0.127
14.155,15.406,14.077,0.0151,13.483,7.3820000000000014,3.51,1.592,0.281,13.958,2.224,13.483,7.268,1.232,0.189,0.066,0.28600000000000003,0.11,0.152,0.117
15.34,24.879,14.796,0.0006,15.677,10.678,3.145,1.018,0.312,9.109,0.894,15.677,0.934,8.161,0.009000000000000001,0.3720000000000001,0.224,0.197,0.0,0.28300000000000003
13.211,12.58,13.211,0.0249,13.211,9.224,2.1180000000000003,5.622000000000001,0.555,6.816,1.124,13.211,-1.692,0.94,0.314,0.219,0.16699999999999998,0.5379999999999999,0.258,0.237
12.583,13.953,12.425999999999998,0.0361,12.273,9.197,2.781,2.248,0.34700000000000003,9.489,2.627,12.273,4.735,1.069,0.417,0.491,0.255,0.336,0.131,0.259
19.629,27.825,19.162,0.0159,20.958,16.23,4.158,1.796,0.273,9.628,1.567,20.958,1.467,0.98,0.257,0.305,0.21,0.14800000000000002,0.364,0.253
10.036,9.297,9.979,0.0229,9.756,7.595,1.019,1.408,1.041,6.282,1.1909999999999998,9.756,1.285,0.892,0.225,0.068,0.122,0.042,0.152,0.132
29.333,27.753,28.902,0.0305,15.275,21.402,3.053,2.67,0.336,12.523,4.024,15.275,-10.662,0.383,0.469,0.319,0.211,0.207,0.172,0.128
16.986,21.171,16.658,0.0155,16.875,10.288,6.188,1.53,0.182,9.245,1.756,16.875,0.853,0.85,0.206,0.434,0.46,0.459,0.06,0.271
10.701,11.755999999999998,10.623,0.0382,11.728,6.223,2.094,0.977,0.374,8.115,2.035,11.728,-1.73,0.98,0.407,0.509,0.177,0.112,0.153,0.258
10.365,10.984000000000002,10.365,0.0263,9.139,7.349,1.931,1.435,0.49,6.472,0.928,9.139,-1.304,0.292,0.22,0.242,0.228,0.401,0.209,0.282
14.122,15.89,14.122,0.0225,14.417,8.202,3.033,1.169,0.317,8.497,0.468,14.247,3.522,2.161,0.293,0.6509999999999999,0.2,0.198,0.727,0.208
14.127,19.342,13.65,0.0108,14.004,10.524,1.733,1.129,0.601,8.6,1.626,14.004,0.6559999999999999,0.599,0.146,0.147,0.13699999999999998,0.184,0.116,0.16399999999999998
14.850999999999999,6.252000000000002,14.6,0.0254,15.279,22.207,0.919,1.518,1.194,16.287,0.785,15.007,1.001,0.98,0.315,0.039,0.054000000000000006,0.627,0.152,0.052000000000000005
10.835,13.265,10.634,0.0149,10.835,8.195,1.744,0.99,0.608,7.019,0.53,10.835,2.487,0.607,0.14800000000000002,0.345,0.17800000000000002,0.162,0.0,0.211
10.705,11.702,10.633,0.0201,11.815,7.526,1.645,1.3869999999999998,0.473,9.241,1.854,11.815,0.87,2.709,0.191,0.339,0.154,0.028,0.026,0.157
23.746,31.249,22.967,0.0254,23.949,16.825,5.388,1.679,0.179,18.069000000000006,4.868,23.949,1.284,1.238,0.0,0.438,0.264,0.0,0.042,0.255
8.738,17.58,8.679,0.0323,8.857999999999997,6.063,1.79,0.998,0.58,4.475,0.6990000000000001,8.857999999999997,0.374,0.159,0.258,0.305,0.231,0.046,0.119,0.362
13.550999999999998,16.87,13.478,0.0144,12.662,6.45,3.224,1.518,0.345,14.755,1.835,12.566,1.001,0.307,0.183,0.056,0.281,0.107,0.152,0.086
14.429,17.348,14.326,0.0277,14.908,11.84,3.815,2.84,0.282,8.972999999999997,4.0,14.908,7.901,1.385,0.355,0.446,0.287,0.158,0.021,0.311
9.586,11.039,9.48,0.0232,9.557,8.25,1.246,1.4480000000000002,0.8079999999999999,6.096,1.204,9.557,-4.305,0.383,0.204,0.087,0.14400000000000002,0.016,0.152,0.16899999999999998
83.277,15.119000000000002,82.015,0.031,-519.77,52.441,2.934,-37.13800000000001,0.34,22.953000000000007,0.624,-527.5,-17.755,-16.144000000000002,0.447,0.204,-0.006999999999999999,0.067,0.565,0.011
13.505999999999998,15.612,13.354,0.0219,13.661,10.982,5.732,1.254,0.226,8.367,3.4610000000000003,13.661,-1.597,1.164,0.274,0.752,0.446,1.0,0.027000000000000003,0.615
14.69,16.087,14.593,0.0341,19.185,13.321,5.011,3.0210000000000004,0.212,11.092,4.322,19.185,-24.269,0.98,0.655,0.43,0.271,0.287,0.097,0.253
10.528,17.206,10.427,0.0386,12.145,10.345,2.254,1.132,0.419,8.02,0.8340000000000001,12.145,-1.358,0.561,0.413,0.199,0.196,0.13,0.343,0.16
12.805,13.998,12.72,0.0168,14.133,9.003,1.968,1.747,0.473,9.241,2.218,14.133,3.268,3.24,0.191,0.339,0.154,0.028,0.026,0.157
17.23,18.986,17.092,0.0403,21.365,12.886,2.198,7.769,0.474,8.291,2.732,21.365,-5.101,0.122,0.8390000000000001,0.35700000000000004,0.104,0.21,0.187,0.147
30.624,34.115,30.624,0.0071,30.624,23.358,4.5280000000000005,1.897,0.2,17.712,11.08,30.624,2.972,0.53,0.18600000000000005,0.238,0.193,0.194,0.0,0.317
8.679,11.433,8.615,0.0309,8.679,5.88,1.5590000000000002,-17.123,0.7090000000000001,4.184,0.992,8.679,-4.088,0.453,0.244,0.27,0.195,0.034,0.12,0.29
18.898,19.149,18.761,0.034,17.612000000000005,9.082,1.988,2.077,0.463,20.326,1.84,20.386,4.814,2.0540000000000003,0.532,0.111,0.12,0.305,0.152,0.04
16.925,20.634,16.664,0.0219,16.767,13.532,2.924,1.5,0.32,11.989,1.632,17.058,1.602,1.947,0.34,0.21,0.197,0.054000000000000006,0.355,0.16899999999999998
5.65,135.162,5.4129999999999985,0.0254,5.3870000000000005,36.174,7.11,0.277,0.2,21.002,3.819,5.3870000000000005,0.266,0.98,0.0,0.397,0.228,0.194,0.018000000000000002,0.289
19.512,27.194000000000006,18.907,0.0254,19.205,13.312,4.292,1.477,0.168,17.189,4.006,19.205,1.225,1.005,0.0,0.476,0.28300000000000003,0.0,0.045,0.263
10.195,15.337,10.072,0.0431,13.593,8.133,1.251,5.7120000000000015,0.7340000000000001,9.422,2.701,13.593,1.716,0.98,0.57,0.203,0.102,0.112,0.201,0.15
15.132,21.829,15.005999999999998,0.0539,16.217,3.4960000000000004,1.601,1.755,0.607,4.342,0.953,16.217,1.001,0.98,0.8640000000000001,0.287,0.104,0.141,0.048,0.211
19.168,18.498,19.168,0.0609,-123.12,2.688,1.516,-18.569000000000006,0.648,4.512,0.8420000000000001,-123.12,-19.698,0.98,1.454,0.28800000000000003,-0.012,0.12,0.062,0.158
13.79,8.645,13.79,0.0276,14.48,4.353,1.33,1.27,0.755,17.338,1.025,15.083,1.864,0.98,0.455,0.112,0.093,0.28,0.152,0.043
16.712,20.177,16.359,0.0286,22.08,15.484000000000002,3.508,3.392,0.349,10.137,3.5460000000000003,22.08,3.633,0.98,0.609,0.407,0.171,0.289,0.163,0.217
15.791,18.677,15.321,0.0357,13.302,7.52,2.857,1.644,0.425,9.042,1.154,13.302,2.434,0.29100000000000004,0.562,0.193,0.243,0.08900000000000001,0.326,0.156
9.872,23.884,9.872,0.0282,10.533,18.014,6.169,1.294,0.17,14.647,4.4860000000000015,10.533,1.914,1.27,0.406,0.535,0.294,0.777,0.142,0.284
20.049,21.604,19.726,0.0254,20.049,15.349,4.949,2.017,0.194,12.33,2.892,20.049,1.821,3.299,0.493,0.481,0.26,0.277,0.303,0.282
7.415,10.204,7.1720000000000015,0.0011,7.415,9.037,1.632,0.575,0.469,8.103,0.421,7.415,6.488,32.133,0.008,0.381,0.228,0.154,0.0,0.272
12.873,12.755999999999998,12.782,0.0417,16.711,10.495,4.2189999999999985,3.789,0.245,9.777,3.604,16.711,-3.02,0.98,0.698,0.431,0.266,0.294,0.08800000000000001,0.258
18.823,24.383000000000006,18.661,0.0231,18.039,14.589,4.626,1.839,0.234,12.375,3.71,18.039,3.323,0.887,0.377,0.655,0.282,0.23,0.13,0.313
21.544,23.613000000000003,21.218000000000004,0.0181,21.544,16.775,5.2429999999999986,2.258,0.221,10.032,3.04,21.544,3.404,4.507,0.377,0.469,0.255,0.23,0.284,0.274
13.23,8.618,13.23,0.0393,13.23,8.47,1.462,-1.931,0.611,9.845,1.042,13.23,-0.28800000000000003,0.98,0.498,0.156,0.11,0.471,0.314,0.114
19.935,20.411,19.659,0.0132,19.935,13.46,3.139,2.062,0.358,9.805,0.831,19.935,2.273,3.0780000000000003,0.242,0.387,0.16399999999999998,0.08,0.0,0.208
22.058000000000003,29.614,21.877,0.0107,21.997,14.736,2.904,1.385,0.3720000000000001,10.679,3.049,21.997,1.147,1.277,0.004,0.15,0.142,0.17800000000000002,0.149,0.17
10.041,11.923,9.93,0.0205,10.041,9.35,1.39,1.832,0.728,6.399,1.271,10.041,-1.009,0.198,0.201,0.091,0.149,0.079,0.152,0.175
2.627,45.65600000000001,2.582,0.0254,2.615,13.861,4.731,0.138,0.204,11.432,3.89,2.615,0.02,0.047,0.0,0.433,0.345,0.194,0.02,0.501
7.489,7.49,7.489,0.092,8.373,3.4530000000000003,1.344,1.025,0.992,13.155,0.805,8.697000000000001,-0.189,0.98,0.779,0.128,0.135,0.3720000000000001,0.152,0.065
13.517,14.461,13.442,0.0158,12.875,6.9289999999999985,3.295,1.518,0.281,13.958,2.087,12.875,7.711,1.176,0.189,0.066,0.28600000000000003,0.11,0.152,0.117
11.164,13.939,11.004,0.0262,11.164,8.577,3.656,1.089,0.259,7.87,3.51,11.164,-30.032,0.667,0.259,0.527,0.391,0.0,0.021,0.394
14.91,21.098000000000006,14.709,0.0367,14.513,10.27,4.242,1.636,0.207,10.688,2.584,14.513,3.805,0.476,0.423,0.344,0.282,0.003,0.032,0.261
8.203,12.595999999999998,8.15,0.0301,8.45,2.826,0.962,1.432,0.994,12.637,1.743,8.45,0.594,0.365,0.269,0.04,0.127,0.521,0.152,0.073
19.11,20.192,18.839,0.0141,19.11,15.243,2.955,2.057,0.416,8.56,0.7959999999999999,19.11,7.5070000000000014,2.544,0.232,0.379,0.161,0.136,0.0,0.202
9.441,8.939,9.363,0.0417,9.441,5.471,1.089,1.692,0.789,6.47,0.95,9.441,-0.831,0.98,0.378,0.17800000000000002,0.121,0.135,0.145,0.142
11.523,14.733,11.465,0.0219,11.523,-48.483,1.081,1.383,1.015,14.574000000000002,1.575,11.523,0.507,0.213,0.053,0.041,0.107,0.6729999999999999,0.152,0.063
10.457,15.731,10.331,0.042,13.943,8.342,1.284,12.339,0.7340000000000001,9.422,2.7710000000000004,13.943,1.6569999999999998,0.98,0.57,0.203,0.102,0.112,0.201,0.15
10.988,18.018,10.882,0.0331,12.675999999999998,10.833,2.361,1.181,0.419,8.02,0.873,12.675999999999998,-1.6840000000000002,0.586,0.413,0.199,0.196,0.13,0.343,0.16
28.323,26.797,27.907,0.0316,14.749,20.666,2.948,3.624,0.336,12.523,3.885,14.749,-10.295,0.369,0.469,0.319,0.211,0.207,0.172,0.128
16.545,10.664,16.545,0.022,17.67,7.898,1.626,1.959,0.74,16.442,1.247,18.02,-6.067,0.98,0.621,0.115,0.098,0.261,0.152,0.045
17.881,21.806,17.663,0.0297,17.787,16.355999999999998,3.736,3.5860000000000003,0.277,12.768,3.889,17.787,5.057,0.778,0.493,0.41,0.209,0.208,0.138,0.221
22.517,23.866,22.104,0.0243,22.517,16.156,8.079,2.343,0.127,13.024,3.364,22.517,2.444,2.835,0.463,0.537,0.317,0.015,0.315,0.327
12.562,15.547,12.425999999999998,0.0266,17.899,9.4,3.636,2.048,0.331,8.141,3.785,17.899,24.432,5.5139999999999985,0.44,0.48,0.231,0.152,0.019,0.341
9.571,9.402,9.526,0.0356,9.674,5.41,1.4240000000000002,1.173,0.7020000000000001,4.437,0.879,9.674,0.107,0.956,0.333,0.248,0.159,0.029,0.14300000000000002,0.227
17.532,11.882,17.162,0.0246,14.951,8.578,1.592,2.136,0.645,10.702,0.5479999999999999,15.043,0.08900000000000001,0.98,0.764,0.146,0.123,0.154,0.34700000000000003,0.06
19.027,19.382,18.217,0.0292,19.759,14.61,2.718,2.448,0.418,10.963,2.526,17.474,3.804,4.787,0.59,0.332,0.152,0.301,0.301,0.16899999999999998
13.961,15.351,13.789,0.0339,15.259,12.288,2.987,2.543,0.381,9.352,2.969,15.259,3.823,4.25,0.483,0.459,0.217,0.39,0.124,0.24
10.643,12.858,10.568,0.0266,15.566,7.612,1.085,3.459,0.964,13.526,2.21,15.566,0.647,0.98,0.516,0.037000000000000005,0.081,0.471,0.152,0.069
5.851,36.152,5.808,0.0069,16.275,15.005,2.247,0.8109999999999999,0.364,11.302,6.715,16.275,0.6940000000000001,0.782,0.406,0.175,0.044,0.194,0.0,0.224
20.056,33.819,19.057,0.0006,20.056,15.599,3.805,1.172,0.21,15.705,1.4880000000000002,20.056,1.13,0.612,0.006,0.306,0.232,0.459,0.0,0.271
12.538,15.275,12.164,0.0254,12.348,8.145,2.724,1.074,0.336,12.406,2.367,12.348,-1.133,0.77,0.0,0.471,0.24,0.054000000000000006,0.036000000000000004,0.237
15.822,19.223,15.669,0.0256,17.871,12.038,4.096,2.472,0.237,11.098,3.008,17.871,2.649,1.989,0.442,0.569,0.248,0.258,0.171,0.307
13.806,23.125,13.806,0.0409,15.045,11.081,2.155,3.147,0.4370000000000001,9.703,3.658,14.488,-30.391,0.087,0.515,0.374,0.14800000000000002,0.563,0.177,0.183
12.36,15.085,12.19,0.0211,12.012,7.604,7.187,1.123,0.134,8.093,1.634,12.012,0.954,0.657,0.211,0.474,0.779,0.21,0.056,0.391
18.875,22.061,18.505,0.0159,21.948,10.797,2.315,3.135,0.48,11.019,0.825,21.948,0.733,0.122,0.344,0.15,0.125,0.135,0.298,0.081
13.614,16.202,13.41,0.0156,13.614,18.616,2.176,1.551,0.508,7.176,0.623,13.614,3.267,1.1,0.171,0.37,0.171,0.125,0.0,0.202
12.853,15.428,12.675,0.0202,12.49,7.777,7.35,1.167,0.134,8.093,1.671,12.49,0.992,0.6829999999999999,0.211,0.474,0.779,0.21,0.056,0.391
13.168,14.633,13.034,0.0354,15.404000000000002,11.699000000000002,2.756,2.313,0.35100000000000003,9.606,2.783,15.404000000000002,3.492,15.898,0.517,0.445,0.199,0.368,0.122,0.231
13.379,15.613,13.144,0.0362,21.475,11.92,2.965,3.526,0.337,10.108,2.866,21.475,17.895,0.98,0.727,0.417,0.14,0.326,0.132,0.206
9.907,18.444000000000006,9.879,0.0435,7.301,26.955,1.884,1.308,0.4970000000000001,9.453,3.258,7.301,1.825,0.215,0.33,0.337,0.361,0.158,0.166,0.17800000000000002
18.012999999999995,17.633,17.913,0.0352,20.031,13.759,6.396,3.327,0.16,11.067,3.375,20.031,10.728,0.98,0.6759999999999999,0.35,0.29600000000000004,0.0,0.026,0.275
11.079,6.556,10.321,0.012,11.428,14.518,0.8490000000000001,1.264,0.988,30.684,1.328,11.428,-0.784,0.158,0.889,0.023,0.118,0.67,0.152,0.031
15.383,34.188,15.076,0.03,19.067,-5.2120000000000015,1.472,1.94,0.774,13.401,1.972,19.067,1.25,0.187,0.57,0.043,0.08,0.617,0.152,0.071
26.943,19.004,26.192,0.0208,27.829,11.53,5.459,1.606,0.197,9.528,1.425,27.829,0.35100000000000003,0.98,0.5429999999999999,0.221,0.225,0.298,0.272,0.129
9.038,17.500999999999998,8.771,0.0242,9.635,9.821,3.529,0.551,0.287,6.925,0.848,9.635,0.321,0.162,0.2,0.26,0.4270000000000001,0.277,0.394,0.224
8.988999999999997,13.01,8.91,0.024700000000000003,8.988999999999997,-5.48,0.915,1.011,0.94,13.982,1.394,8.988999999999997,0.383,0.077,0.118,0.042,0.12,0.536,0.152,0.065
21.482,26.587,21.356,0.0118,21.482,13.442,2.568,1.4580000000000002,0.426,11.223,2.821,21.482,1.324,1.144,0.219,0.14300000000000002,0.134,0.105,0.15,0.165
17.194000000000006,21.151,16.948,0.015,17.137999999999998,10.613,5.692,1.597,0.199,8.604,1.706,17.002,1.442,1.327,0.191,0.435,0.295,0.387,0.07200000000000001,0.237
17.759,21.84,17.759,0.0142,17.627,11.164,3.702,1.3119999999999998,0.277,11.102,0.628,17.627,1.599,1.257,0.224,0.562,0.219,0.223,0.735,0.188
17.602,17.899,17.475,0.0351,19.02,13.269,6.2189999999999985,3.503,0.16399999999999998,11.163,3.369,19.02,-1.82,44.508,0.633,0.337,0.29,0.021,0.021,0.275
17.132,17.589000000000002,16.352999999999998,0.0315,17.132,9.92,2.261,1.997,0.428,10.3,2.255,14.597,-5.212999999999999,2.425,0.509,0.32299999999999995,0.146,0.333,0.307,0.16399999999999998
13.155,12.113,13.007,0.0436,16.6,10.019,3.973,4.357,0.276,10.023,3.463,16.6,-2.1,0.98,0.721,0.417,0.246,0.3670000000000001,0.079,0.257
12.774,9.892,12.774,0.034300000000000004,12.774,9.372,1.695,-2.607,0.591,9.302,1.079,12.774,-0.298,0.98,0.414,0.168,0.13,0.483,0.304,0.13699999999999998
6.9670000000000005,61.192,6.945,0.0059,6.308,116.338,1.467,0.311,0.422,12.767,5.6110000000000015,6.308,0.219,0.98,0.13,0.125,0.097,0.414,0.0,0.168
19.061,25.848000000000006,18.719,0.017,19.356,14.161,3.641,1.774,0.29600000000000004,9.769,1.4409999999999998,19.911,1.232,0.98,0.253,0.289,0.209,0.211,0.342,0.243
12.898,15.178,12.819,0.0268,12.009,9.385,2.007,1.43,0.507,8.527999999999999,2.358,12.009,1.587,0.604,0.252,0.334,0.182,0.003,0.027000000000000003,0.16
13.854,7.7360000000000015,13.77,0.0471,14.046,6.914,0.97,-1.5619999999999998,0.971,8.863999999999997,1.102,14.046,-0.206,0.98,0.6559999999999999,0.125,0.069,0.134,0.162,0.034
20.416,21.514,20.329,0.0244,20.416,11.659,4.081,1.423,0.326,8.525,1.055,20.416,1.151,1.599,0.425,0.574,0.196,0.028,0.718,0.221
17.145,17.811,17.052,0.0342,17.145,12.720999999999998,5.251,2.891,0.179,10.952,3.29,17.145,-4.5310000000000015,4.433,0.5760000000000001,0.344,0.32,0.011,0.022,0.29
13.35,15.966,13.095,0.0368,13.569,-7.599,1.209,1.403,1.079,19.226,1.395,13.569,-0.23,0.43,0.513,0.035,0.08800000000000001,0.539,0.152,0.049
20.759,22.866,20.376,0.0239,20.759,15.844,5.371,1.857,0.197,11.122,3.017,20.759,1.885,3.615,0.392,0.483,0.264,0.294,0.298,0.284
19.755,13.389,19.338,0.0218,16.847,9.666,1.794,2.407,0.645,10.702,0.618,16.951,0.101,0.98,0.764,0.146,0.123,0.154,0.34700000000000003,0.06
14.719,21.681,14.206,0.0188,14.944,8.228,4.4689999999999985,0.649,0.297,8.388,1.136,14.944,0.234,0.486,0.263,0.258,0.3720000000000001,0.266,0.32,0.209
13.29,14.731,13.162,0.0199,13.18,10.969,11.099,1.357,0.081,10.138,2.052,13.18,1.406,1.081,0.232,0.473,0.8079999999999999,0.263,0.052000000000000005,0.394
14.924,14.53,14.763,0.0127,16.249000000000002,11.165,1.382,3.06,0.87,8.1,1.4280000000000002,16.249000000000002,-0.7090000000000001,1.6769999999999998,0.204,0.114,0.09,0.179,0.151,0.118
16.909000000000002,17.298,16.805999999999994,0.0188,17.117,12.934,6.224,1.646,0.187,9.463,4.213,17.117,-9.7,1.401,0.317,0.624,0.384,0.348,0.015,0.507
20.154,27.932,19.962,0.016,20.251,12.498,3.064,2.307,0.404,9.315,2.49,18.883,1.148,0.48,0.322,0.266,0.166,0.114,0.029,0.179
10.423,17.901,10.364,0.0254,10.482,7.911,2.273,1.396,0.478,4.902,1.028,10.482,2.375,22.134,0.244,0.304,0.233,0.289,0.129,0.335
19.251,19.171,18.243,0.031400000000000004,19.646,14.685,2.624,2.528,0.385,12.514,2.485,19.397,3.617,4.032,0.615,0.319,0.147,0.376,0.287,0.16
15.271,16.631,15.228,0.0204,15.583,8.013,3.009,1.317,0.358,7.8039999999999985,0.505,15.583,2.805,2.364,0.306,0.652,0.204,0.187,0.716,0.213
16.842,22.723000000000006,16.651,0.0225,16.939,14.686,4.58,1.568,0.213,11.795,3.459,16.939,3.294,0.991,0.364,0.665,0.29600000000000004,0.249,0.126,0.353
18.555,17.484,18.484,0.0354,21.509,14.097,7.011,3.172,0.14,11.671,3.444,21.509,-17.279,0.98,0.74,0.335,0.268,0.019,0.022,0.26
12.594,16.594,12.175,0.0242,12.436,5.803,4.591,1.072,0.192,9.17,0.905,12.436,1.012,0.98,0.24,0.26,0.443,0.377,0.292,0.181
15.172,18.183,15.05,0.0235,14.062,13.893,15.901,1.065,0.064,9.582,0.813,14.036,-1.985,0.386,0.315,0.179,1.277,0.19,0.647,0.365
15.424,20.436,14.894,0.0202,15.041,8.962,4.39,0.86,0.195,9.081,1.15,15.041,0.238,0.574,0.281,0.256,0.375,0.284,0.299,0.2
5.042,21.261,4.9689999999999985,0.013500000000000002,4.722,11.689,3.482,0.339,0.257,11.061,1.479,4.722,0.195,0.98,0.215,0.736,0.255,0.264,0.261,0.315
11.193,9.793,11.098,0.0235,11.193,9.5,1.122,0.7979999999999999,1.012,6.357,1.155,11.193,0.154,0.49,0.247,0.073,0.112,0.093,0.152,0.128
1.862,21.56,1.847,0.0233,1.862,8.891,3.373,0.124,0.387,8.59,2.776,1.862,-0.171,0.037000000000000005,0.272,0.369,0.274,0.0,0.02,0.405
17.701,20.592,17.384,0.0124,17.445999999999998,11.602,2.101,1.359,0.518,8.182,2.088,17.445999999999998,0.943,1.16,0.208,0.138,0.126,0.237,0.16399999999999998,0.158
