,CAPEI,pcf,divyield,evm,pe_inc,pe_op_dil,pe_op_basic,bm,PEG_ltgforward,ptb,aftret_equity,sale_invcap,PEG_1yrforward,pe_exi,debt_assets
1194,32.801,8.548,0.0147,14.865,23.95,31.383000000000006,30.563,0.232,1.722,4.768,0.254,2.69,2.248,23.88,0.8170000000000001
699,10.713,6.145,0.0357,6.372999999999998,11.446,11.446,11.359000000000002,0.708,2.008,1.297,0.13699999999999998,1.225,-1.715,11.446,0.41
2247,12.263,189.757,0.0266,13.778,11.161,10.300999999999998,10.214,0.938,1.565,1.065,0.102,0.202,0.473,11.161,0.911
1608,13.49,9.909,0.0365,9.562,12.395,12.447,12.267,0.343,2.54,2.798,0.249,0.937,7.375,12.395,0.45
830,18.895,8.221,0.0174,9.106,13.783,13.783,13.688,0.21,0.894,4.435,0.419,1.405,0.332,13.783,0.524
950,16.136,14.068,0.0267,11.654000000000002,14.845,14.915,14.709,0.387,1.483,2.7910000000000004,0.17800000000000002,1.125,-1.896,15.567,0.654
3133,14.002,7.466,0.025765303867403312,12.406,11.341,11.515,11.172,0.336,1.011,2.497,0.24,0.998,-0.931,11.341,0.411
2444,20.617,15.395,0.0138,12.655,5.331,5.331,5.231,0.235,0.491,3.491,0.213,1.984,0.447,5.331,0.316
1734,14.722,10.779000000000002,0.0278,9.606,13.393,13.393,13.17,0.258,1.118,3.196,0.277,1.347,1.878,13.393,0.462
1413,24.715,10.387,0.03,10.7,17.643,18.433,18.162,0.381,1.759,2.486,0.14800000000000002,1.297,0.931,17.643,0.607
1409,29.65,7.792999999999998,0.0288,10.1,13.061,20.75,20.023,0.401,1.15,2.644,0.219,1.3119999999999998,0.675,13.061,0.622
3523,15.442,10.933,0.0145,8.404,14.049,14.049,13.823,0.456,1.72,2.252,0.17800000000000002,2.54,8.586,14.049,0.593
3131,15.287,8.011000000000001,0.025765303867403312,12.202,12.626,12.922,12.53,0.266,1.052,2.813,0.245,0.969,-1.159,12.626,0.414
1177,14.403,6.3210000000000015,0.0306,9.08,14.811,13.785,13.52,0.314,1.335,2.944,0.197,1.165,1.114,14.811,0.763
3089,29.57,16.852999999999998,0.0221,12.645,22.713,23.358,23.206,0.073,1.564,13.94,0.581,3.176,1.625,22.713,0.767
2006,30.115,16.396,0.0096,10.869000000000002,21.554,21.349,21.148000000000003,0.342,1.354,3.093,0.166,0.799,0.812,21.554,0.42
1253,21.77,25.222,0.0215,9.598,17.262999999999998,19.172,18.985,0.07200000000000001,1.595,14.726,1.021,4.288,6.2620000000000005,17.262999999999998,0.945
2477,26.691,20.435,0.0123,14.367,12.548,13.362,13.05,0.161,1.085,4.884,0.248,2.178,1.181,13.362,0.353
21,29.172,16.027,0.0131,12.886,22.105,22.105,21.538,0.117,1.774,9.782,0.429,1.604,1.029,22.105,0.48
1305,20.502,9.545,0.0278,10.932,17.840999999999994,17.840999999999994,17.624000000000006,0.066,1.66,14.205,0.467,5.348,-2.645,17.840999999999994,0.903
2814,7.512,10.345,0.0262,11.045,18.166,18.166,17.957,1.083,1.349,0.973,0.056,0.8240000000000001,0.192,18.166,0.765
2440,21.041,14.21,0.0139,12.041,5.363,5.363,5.274,0.241,0.494,3.477,0.214,1.965,0.35700000000000004,5.363,0.314
2298,17.083,8.829,0.0209,8.629,15.369000000000002,15.234000000000002,15.19,0.37,1.352,2.989,0.204,3.943,4.091,15.552,0.5870000000000001
3049,19.013,10.303,0.0276,8.525,18.043,18.043,17.965999999999994,0.326,1.272,3.607,0.199,2.439,1.046,18.043,0.562
671,10.609000000000002,5.246,0.0341,4.075,7.746,7.746,7.684,0.6709999999999999,1.51,1.467,0.232,1.809,-20.434,7.746,0.414
3323,10.314,-8.187999999999999,0.0124,30.035,11.211,11.648,11.282,0.879,1.391,1.155,0.109,0.163,0.979,11.211,0.909
1941,9.921,6.681,0.0193,8.491,8.689,8.648,8.407,0.8490000000000001,1.015,0.962,0.127,0.815,-0.3720000000000001,8.689,0.469
845,22.858,13.593,0.0161,9.87,17.692999999999994,17.457,17.049,0.278,1.538,3.774,0.218,1.897,1.367,17.692999999999994,0.615
694,11.09,6.199,0.0349,6.322,11.956,11.956,11.852,0.762,2.194,1.355,0.13699999999999998,1.247,-3.683,11.956,0.41
2920,21.885,3.099,0.0528,4.409,41.022,17.093,17.093,0.607,4.553,1.6840000000000002,0.064,0.8079999999999999,-17.92,41.022,0.605
1353,9.193,7.997000000000001,0.0256,9.679,-13.893,406.5,293.5,0.93,-1.351,1.565,-0.096,1.595,-0.157,-12.831,0.6709999999999999
1133,26.143,14.854,0.0152,11.587,27.81,26.715,25.935,0.183,1.39,6.7860000000000005,0.276,1.341,0.555,27.81,0.823
869,10.358,6.252999999999999,0.0377,6.976,8.333,8.215,8.052999999999999,0.315,0.877,2.42,0.252,2.228,-1.57,8.333,0.7
604,18.467,6.428,0.0288,4.072,9.131,8.863,8.809,0.58,1.608,1.921,0.275,2.627,0.404,9.131,0.489
834,23.56,13.576,0.0152,10.492,19.132,18.403,17.947,0.3,1.703,3.463,0.204,1.798,1.414,18.58,0.613
2896,13.369000000000002,3.222,0.0609,5.675,13.363,11.89,11.89,0.555,2.615,1.604,0.139,0.773,-8.485,13.363,0.61
627,10.646,5.454,0.0349,5.037,7.894,7.919,7.869,0.464,1.1840000000000002,1.621,0.258,2.95,0.213,7.894,0.48
902,16.398,11.098,0.0251,9.661,14.371,14.48,14.264,0.354,1.25,3.072,0.217,1.69,0.94,14.674,0.613
1747,16.465,11.874,0.0259,8.717,14.529000000000002,14.414,14.278,0.276,1.525,3.567,0.271,1.36,2.405,14.529000000000002,0.487
2748,25.948,29.497,0.0201,6.8370000000000015,11.539,11.565,11.214,0.7609999999999999,1.169,1.453,0.141,0.866,0.123,11.539,0.7959999999999999
2051,29.509,11.744000000000002,0.0267,10.505,26.028,17.791,17.46,0.244,2.394,4.13,0.165,0.993,1.51,26.645,0.498
2757,17.598,6.276,0.023,5.622999999999998,7.704,7.86,7.588999999999999,0.7170000000000001,0.752,1.317,0.18600000000000005,0.85,1.976,7.704,0.7809999999999999
3511,12.394,7.6560000000000015,0.0159,7.019,10.123,10.123,9.935,0.608,0.925,1.629,0.18600000000000005,2.337,2.324,10.123,0.588
321,11.419,7.6389999999999985,0.0253,6.472,9.501,10.775,10.775,0.49,3.188,2.007,0.281,2.424,-1.6669999999999998,9.501,0.504
696,11.672,6.525,0.0331,6.322,12.584,12.584,12.475,0.762,2.374,1.4269999999999998,0.13699999999999998,1.247,-4.502,12.584,0.41
1179,12.084,6.237,0.0338,8.82,14.099,12.973,12.734000000000002,0.309,1.455,2.928,0.197,1.237,-0.5479999999999999,14.099,0.8009999999999999
2778,8.165,7.872000000000001,0.0295,7.402,9.326,9.567,9.5,1.11,2.68,0.901,0.102,0.76,-5.461,9.326,0.7709999999999999
624,12.867,6.385,0.0307,5.218,9.323,9.501,9.438,0.521,2.072,1.903,0.257,2.7030000000000003,0.191,9.323,0.473
3284,5.334,11.811,0.0148,30.684,9.297,9.013,8.397,0.988,1.028,0.691,0.108,0.168,-0.334,9.297,0.918
2173,18.937,-9.013,0.0325,19.226,15.362,15.113,14.825,1.079,1.7719999999999998,1.4340000000000002,0.08800000000000001,0.328,-0.313,15.362,0.922
1011,16.977999999999998,12.658,0.0305,10.724,15.588,17.683,16.835,0.439,1.978,2.4,0.16699999999999998,0.91,-5.591,17.683,0.509
1480,12.747,16.246,0.0505,7.962999999999999,12.732,9.507,9.382,0.774,4.878,1.074,0.113,0.488,1.715,12.732,0.55
1090,23.495,7.073,0.0184,9.653,15.909,15.717,15.2,0.156,1.245,6.401,0.411,1.682,3.0460000000000003,15.909,0.8490000000000001
848,25.261,16.387999999999998,0.015,9.641,18.714,17.726,17.292,0.28,1.594,3.875,0.21,1.89,1.446,18.714,0.608
2966,39.3,5.78,0.047,5.801,9.766,9.911,9.89,0.284,1.172,3.298,0.667,0.899,0.478,9.766,0.8490000000000001
780,43.357,10.883,0.025765303867403312,9.263,2.176,2.176,2.146,0.246,0.097,4.6530000000000005,0.456,1.72,0.027000000000000003,2.176,0.358
605,18.776,6.5360000000000005,0.0283,4.072,9.284,9.011,8.956,0.58,1.225,1.953,0.275,2.627,0.408,9.284,0.489
174,23.345,15.299,0.0301,13.01,9.201,8.787,8.657,0.234,1.083,4.992,0.307,1.061,0.7040000000000001,9.201,0.474
1202,35.777,9.184,0.016,14.85,30.618,20.58,20.152,0.07,2.035,14.533,0.279,4.771,0.451,30.725,0.909
2269,22.526,11.151,0.0136,9.392,19.25,17.6,17.6,0.304,1.346,3.645,0.229,3.965,1.78,17.6,0.606
2463,19.451,15.859000000000002,0.0163,13.992,5.597,5.443,5.3420000000000005,0.229,0.685,3.705,0.218,2.312,0.508,5.478,0.325
100,17.558,12.004,0.0269,10.154,15.618,15.618,15.502,0.265,2.3040000000000003,3.828,0.278,0.8340000000000001,8.277999999999999,15.618,0.44
1243,19.528,9.728,0.024700000000000003,13.353,41.804,36.634,35.863,0.056,5.131,16.947,8.019,5.682,0.384,41.048,0.98
741,104.382,24.106,0.025765303867403312,22.755,5.56,5.56,5.425,0.14800000000000002,0.242,8.885,0.305,1.831,0.175,5.56,0.416
334,12.362,9.262,0.0262,8.027000000000001,13.062,13.062,13.062,0.489,3.659,1.939,0.192,2.083,3.32,13.062,0.48
2908,15.474,2.7910000000000004,0.0613,4.376,24.047,12.925,12.925,0.648,4.724,1.446,0.08800000000000001,0.773,-11.542,24.047,0.629
2882,17.881,4.051,0.047400000000000005,6.084,19.116,15.39,15.261,0.52,2.326,1.595,0.111,0.8420000000000001,1.455,19.116,0.557
1705,11.345999999999998,9.36,0.0357,8.179,13.435,12.44,12.306,0.282,1.3330000000000002,4.067,0.254,1.485,-0.534,13.435,0.569
2881,19.2,4.794,0.0443,5.917999999999998,20.654,17.105999999999998,17.031,0.499,3.0860000000000003,1.751,0.121,0.855,-2.886,19.318,0.575
594,8.376,7.505,0.0378,9.645,9.584,10.067,10.016,0.095,1.3030000000000002,10.043,1.11,1.798,-0.976,9.445,0.8859999999999999
1333,11.291,7.898,0.0446,8.101,12.605,10.024,9.918,0.546,1.088,1.749,0.158,1.885,-1.823,12.605,0.574
2214,11.117,1.554,0.0255,11.936,8.759,8.759,8.72,1.401,1.148,0.848,0.106,0.28800000000000003,1.962,8.759,0.919
3538,21.857,12.84,0.0125,9.047,19.837,19.837,19.546,0.301,1.974,3.372,0.182,2.742,2.019,19.837,0.61
1551,23.602,13.974,0.025,12.636,17.070999999999998,17.572,17.368,0.235,1.6769999999999998,4.284,0.293,1.269,3.319,17.070999999999998,0.34700000000000003
2955,41.742,3.914,0.0441,5.87,63.184,44.463,44.055,0.455,6.152,2.26,0.064,0.835,2.807,63.184,0.632
1542,21.552,13.577,0.0348,12.951,22.851,20.012,19.767,0.443,4.133,2.171,0.122,0.477,-2.564,22.69,0.57
3005,9.69,8.499,0.0313,7.22,12.152,12.522,12.468,0.355,1.2009999999999998,2.645,0.197,2.658,-0.5760000000000001,12.687,0.6
327,11.492,8.258,0.0269,6.4289999999999985,9.547,10.776,10.776,0.513,10.608,2.026,0.275,2.251,-7.704,9.547,0.488
1933,19.202,9.49,0.0115,8.912,13.671,13.549,13.082,0.555,1.157,1.72,0.14300000000000002,0.8340000000000001,0.637,13.61,0.477
640,9.167,8.916,0.0349,5.564,12.689,12.689,12.648,0.725,1.813,1.529,0.141,1.575,-0.22,12.689,0.45
2152,31.707,-5.189,0.0282,14.105,13.722,13.879,13.492,0.6970000000000001,1.395,1.475,0.115,0.401,0.547,13.919,0.914
2042,32.351,13.364,0.0184,9.914,31.669,20.555,20.325,0.265,4.497,4.05,0.106,0.931,3.018,40.649,0.477
2863,21.928,4.089,0.0479,6.0760000000000005,13.16,17.344,17.255,0.6609999999999999,5.14,1.5019999999999998,0.145,0.728,-21.645,16.91,0.611
1468,10.885,5.587999999999999,0.0427,6.1320000000000014,12.605,7.143,7.143,0.6859999999999999,-7.677,1.606,0.123,0.6409999999999999,-0.66,12.821,0.458
1838,18.175,26.562,0.0441,9.453,7.194,9.762,9.734,0.4970000000000001,1.342,1.857,0.387,0.615,1.948,7.194,0.472
3438,32.384,12.665,0.0006,11.345999999999998,19.284,19.284,18.466,0.295,1.848820932716269,3.61,0.233,2.755,0.5340689902982393,19.284,0.594
460,19.125,9.571,0.034300000000000004,26.016,20.016,18.432,18.3,0.509,2.5540000000000003,1.917,0.106,0.319,7.957999999999998,19.409,0.7929999999999999
1046,20.421,15.642,0.0296,12.514,20.61,20.455,19.383,0.385,2.687,2.7960000000000003,0.171,0.942,3.676,20.874,0.512
1398,27.342,9.273,0.0365,9.246,42.732,18.839,18.738,0.461,6.211,2.386,0.058,1.337,1.765,42.732,0.662
1562,21.429,12.543,0.0262,11.473,18.026,16.605999999999998,16.434,0.243,2.167,4.332,0.255,1.3030000000000002,2.421,18.026,0.392
1975,16.437,9.955,0.0154,7.006,15.437,15.315,15.078,0.757,1.143,1.73,0.128,0.807,1.089,15.437,0.453
2633,18.443,10.413,0.0235,10.741,22.244,22.774,22.506,0.317,1.763,2.988,0.138,0.917,0.8320000000000001,22.244,0.24
419,12.764,6.011,0.0274,16.489,19.292,17.331,17.331,0.627,1.494,1.783,0.107,0.332,1.136,17.783,0.835
738,79.821,17.051,0.025765303867403312,22.219,3.917,3.917,3.816,0.101,0.179,6.249,0.317,1.86,0.13,3.917,0.405
1879,22.635,14.012,0.0352,10.241,33.367,23.608,23.498,0.34,14.32,3.084,0.087,0.616,-3.983,33.367,0.504
1389,19.649,7.507999999999999,0.0437,9.183,18.662,13.952,13.886,0.5329999999999999,3.11,1.746,0.094,1.383,-0.765,18.662,0.6459999999999999
1438,23.678,10.459,0.0371,9.217,15.058,14.716,14.716,0.383,3.4960000000000004,2.382,0.179,0.648,10.569,15.697,0.393
497,18.416,8.911,0.0152,9.511,15.629,15.888,15.605,0.127,1.473,7.0539999999999985,0.37,2.488,1.0490000000000002,15.746,0.775
2750,25.467,28.95,0.0205,6.8370000000000015,11.325,11.35,11.005999999999998,0.7609999999999999,1.146,1.426,0.141,0.866,0.12,11.325,0.7959999999999999
375,23.194000000000006,10.800999999999998,0.0288,15.462,18.869,18.079,18.079,0.331,1.7619999999999998,3.071,0.19,0.407,1.707,18.869,0.828
975,27.491,14.817,0.0214,12.678,20.637,20.968000000000004,19.764,0.362,1.7380000000000002,2.567,0.162,0.8690000000000001,1.4069999999999998,20.834,0.518
1209,42.913,11.175,0.0133,11.123,22.53,21.383000000000006,21.082,0.081,1.616,14.048,0.453,4.298,0.29,22.627,0.875
3120,30.719,15.037,0.025765303867403312,17.189,21.315,21.656,20.984,0.168,1.493,4.849,0.28300000000000003,0.991,1.099,21.315,0.409
404,9.096,4.999,0.0249,14.706,14.889,12.09,12.09,0.703,1.4680000000000002,1.394,0.112,0.35200000000000004,-0.331,14.486,0.85
2467,23.174,17.227999999999998,0.0132,13.197,12.374,12.495,12.254,0.219,1.129,4.267,0.229,2.373,0.944,12.569,0.33
1425,19.645,8.318999999999999,0.0325,9.534,14.805,16.248,15.85,0.34,1.722,2.968,0.183,1.256,6.5779999999999985,14.805,0.642
93,16.791,11.148,0.0294,8.362,14.175,13.716,13.667,0.302,3.259,3.795,0.305,0.8959999999999999,18.782,14.175,0.434
1769,21.871,15.624,0.0241,11.46,19.955,19.955,19.596,0.187,1.6669999999999998,5.29,0.272,1.404,1.788,19.955,0.466
2221,11.415,1.843,0.0296,13.425999999999998,9.349,9.731,9.731,1.355,1.367,0.8370000000000001,0.097,0.233,1.675,9.349,0.919
2738,14.444,8.407,0.0279,7.211,14.785,14.414,13.947,0.418,1.7919999999999998,2.7310000000000003,0.201,0.773,-4.269,14.785,0.381
1849,18.000999999999994,9.746,0.0431,7.846,67.865,19.938,19.826,0.534,16.082,2.003,0.029,0.64,7.487,67.865,0.461
827,20.751,9.065,0.0171,9.098,14.994000000000002,14.994000000000002,14.883,0.213,1.01,4.526,0.402,1.379,0.369,14.994000000000002,0.504
428,12.002,5.832000000000002,0.0363,16.722,14.392,15.991,15.991,0.787,1.217,1.5619999999999998,0.117,0.314,0.795,15.211,0.828
1889,26.893,14.345,0.0304,11.36,30.656,26.824,26.457,0.316,5.604,3.153,0.115,0.612,-29.471,30.656,0.514
3043,15.908,12.418,0.0276,8.511000000000001,17.33,17.33,17.248,0.311,1.3219999999999998,3.128,0.17800000000000002,2.437,1.256,17.33,0.5479999999999999
3288,6.197,-8.009,0.0126,36.046,17.176,16.345,15.27,1.386,2.564,0.8190000000000001,0.078,0.151,0.11,17.176,0.92
2766,12.101,5.634,0.0233,5.351,7.272,7.325,7.188,0.905,0.8079999999999999,1.146,0.173,0.813,-0.6970000000000001,7.272,0.773
282,9.166,9.452,0.0234,6.872999999999998,11.711,12.189,12.127,0.382,2.44,2.648,0.265,2.577,-0.221,11.711,0.5
2899,14.796,3.157,0.0599,5.147,13.597,11.957,11.957,0.6859999999999999,3.588,1.483,0.133,0.792,-27.53,13.597,0.602
343,10.959,8.003,0.0305,7.9860000000000015,11.389,11.389,11.389,0.557,2.847,1.729,0.196,1.975,3.997,11.389,0.476
2683,18.087,7.178,0.0322,5.083,10.326,10.14,9.916,0.456,0.883,2.4290000000000003,0.262,0.93,0.882,10.326,0.23
2786,8.562999999999999,6.995,0.0261,6.282,9.436,9.707,9.651,1.041,1.4340000000000002,0.939,0.121,0.733,1.1840000000000002,9.436,0.759
2547,14.937,8.764,0.0178,24.917,35.235,43.57,43.57,0.34600000000000003,3.189,3.4560000000000004,0.129,0.406,-0.871,33.488,0.887
1113,9.302,4.952,0.0371,8.052,15.678,15.517,15.205,0.354,1.742,3.87,0.228,1.4240000000000002,-0.21,15.678,0.878
1574,19.977,12.84,0.0276,10.456,16.643,15.778,15.63,0.258,2.055,3.995,0.271,1.266,2.302,16.643,0.452
691,10.585,6.29,0.0347,6.267,10.399,10.399,10.316,0.713,1.937,1.2919999999999998,0.15,1.242,25.186,10.399,0.407
0,31.756,17.868,0.0134,14.951,22.392,21.846,21.496,0.163,1.838,6.2810000000000015,0.273,0.88,14.555,22.392,0.318
1582,16.035999999999998,10.465,0.0319,10.29,13.052,12.849,12.707,0.245,1.346,3.397,0.282,1.214,1.425,13.052,0.472
1707,14.109000000000002,11.639,0.0289,8.179,16.593,15.364,15.198,0.282,1.558,5.058,0.254,1.485,-0.703,16.593,0.569
1416,20.35,8.902999999999997,0.0372,10.402,14.904000000000002,15.519,15.308,0.362,1.2,2.379,0.153,1.288,0.77,14.904000000000002,0.6
2021,28.852,17.195999999999998,0.0116,12.28,23.157,22.033,21.821,0.28,1.71,3.862,0.187,0.851,2.293,23.157,0.448
2003,29.62,14.716,0.0102,10.635,21.596,21.268,21.055,0.361,1.347,2.962,0.16,0.7929999999999999,0.927,21.596,0.423
1993,26.156,15.074000000000002,0.0116,9.642,19.65,19.771,19.591,0.442,1.594,2.577,0.15,0.792,1.547,19.65,0.451
2974,30.577,5.386,0.0478,8.433,19.091,18.114,18.114,0.287,2.983,3.4410000000000003,0.747,1.0490000000000002,1.084,19.091,0.941
1131,23.104,13.127,0.0171,11.587,24.802,23.826,23.13,0.183,1.24,5.997000000000001,0.276,1.341,0.5329999999999999,24.802,0.823
2304,15.692,8.211,0.0222,8.131,14.396,14.188,14.188,0.348,1.219,2.826,0.205,3.929,3.095,14.481,0.595
1247,18.155,9.267,0.0263,8.243,13.744000000000002,13.121,12.988,0.091,1.415,10.503,1.926,4.4110000000000005,0.121,13.685,0.949
3146,21.073,16.073,0.025765303867403312,14.008,24.827,23.853,23.853,0.305,2.1590000000000003,3.482,0.155,0.733,1.764,24.827,0.419
2375,13.033,7.701,0.0303,8.408999999999999,13.024,12.946,12.92,0.304,2.95,2.722,0.205,3.811,-1.308,13.157,0.5920000000000001
2150,34.248000000000005,-3.187,0.0287,13.735,14.289,14.376,13.994000000000002,0.759,1.4240000000000002,1.486,0.109,0.396,0.588,14.552,0.914
2261,22.648000000000003,12.021,0.0132,13.055,17.65,17.445999999999998,17.445999999999998,0.253,1.287,3.783,0.232,4.1389999999999985,1.994,17.379,0.6
3539,22.182,13.031,0.016399999999999998,9.047,20.132,20.132,19.837,0.301,2.003,3.422,0.182,2.742,2.049,20.132,0.61
1159,15.329,8.564,0.0252,7.996,11.102,10.741,10.495,0.32,0.7929999999999999,2.969,0.3,1.413,-0.4920000000000001,11.102,0.805
2900,15.442,3.295,0.0574,5.147,14.19,12.479,12.479,0.6859999999999999,3.167,1.548,0.133,0.792,-36.043,14.19,0.602
246,18.877,7.997000000000001,0.0179,5.669,11.194,11.785,11.689,0.378,1.465,3.017,0.361,2.886,0.705,11.194,0.473
3520,16.328,9.86,0.015,7.617000000000001,14.079,14.079,13.844,0.474,1.89,2.212,0.175,2.494,3.54,14.079,0.594
3179,13.759,8.737,0.0296,8.204,12.691,12.359000000000002,12.279000000000002,0.608,1.511,1.953,0.163,0.6809999999999999,2.134,12.691,0.441
2685,17.77,7.0520000000000005,0.0325,5.083,10.243,10.059,9.837,0.456,0.8759999999999999,2.387,0.262,0.93,0.875,10.243,0.23
1671,22.509,13.692,0.0261,9.732,16.842,16.184,15.892,0.193,1.508,4.8260000000000005,0.321,1.886,2.5380000000000003,16.682000000000002,0.4970000000000001
929,22.588,15.574000000000002,0.0202,12.106,18.723,18.844,18.545,0.305,1.671,3.361,0.197,1.18,1.918,18.844,0.632
3241,9.784,-0.985,0.0083,13.004,6.859,6.859,6.44,0.399,0.541,1.692,0.295,0.355,-0.393,6.859,0.955
1461,12.799,6.91,0.0779,7.356,10.532,8.383,8.34,0.588,10.326,1.516,0.158,0.6579999999999999,1.287,10.532,0.4270000000000001
1971,13.777,7.8889999999999985,0.0133,9.072,12.78,12.567,12.412,0.589,0.862,1.338,0.12,0.81,0.63,12.78,0.431
365,22.588,10.562,0.0285,16.838,21.151,19.186,19.186,0.365,1.825,2.918,0.174,0.441,1.269,19.186,0.823
2296,16.132,8.757,0.0202,9.469,13.658,13.778,13.738,0.299,1.203,2.82,0.211,3.938,1.659,13.778,0.597
736,121.468,31.817,0.025765303867403312,28.448,50.402,50.402,49.03,0.113,2.286,11.487,0.285,1.652,1.784,50.402,0.4270000000000001
26,23.684,11.998,0.0154,11.674,16.205,16.113,15.933,0.104,1.242,7.713999999999999,0.503,1.746,0.635,16.205,0.49
2884,18.811,4.262,0.0447,6.084,20.253,16.305,16.168,0.52,2.476,1.6780000000000002,0.111,0.8420000000000001,1.707,20.253,0.557
1441,21.657,10.16,0.0459,9.529,9.496,15.036,14.947,0.429,3.462,2.256,0.161,0.627,2.445,16.618,0.379
3370,31.044,10.371,0.0077,11.107,4.628,4.752,4.729,0.5920000000000001,0.245,1.3,0.127,0.336,0.224,4.628,0.249
680,10.836,5.947,0.0303,4.599,8.92,8.92,8.854,0.732,6.027,1.497,0.203,1.485,-5.902,8.92,0.408
3106,33.611,18.518,0.025765303867403312,13.684,27.112,27.42,26.811,0.221,1.903,6.1,0.237,0.942,1.754,27.112,0.448
1250,19.545,17.961,0.0233,9.702,16.182000000000002,17.105,16.983,0.058,1.759,19.169,1.3530000000000002,4.4860000000000015,5.3679999999999986,16.146,0.958
3,25.921,15.303,0.0159,15.12,17.976,17.835,17.695,0.151,1.48,5.496,0.287,0.934,-5.8420000000000005,17.976,0.339
2182,14.111,1.744,0.0059,36.551,31.294,50.91,49.435,1.384,7.614,0.963,0.024,0.254,3.974,60.911,0.926
837,26.22,14.365,0.0167,9.769,20.197,19.335,18.988,0.29600000000000004,1.8,3.694,0.209,1.873,1.225,19.635,0.626
2403,20.21,10.519,0.015,11.437,4.55,4.852,4.784,0.23,0.339,3.2110000000000003,0.247,2.276,0.199,4.55,0.338
292,8.336,7.598,0.0298,7.042000000000002,11.411,11.324000000000002,11.302,0.6,0.745,1.725,0.226,2.39,0.247,11.411,0.508
698,10.656,6.113,0.0359,6.372999999999998,11.385,11.385,11.299,0.708,1.987,1.29,0.13699999999999998,1.225,-3.507,11.385,0.41
1048,19.766,15.686,0.0306,13.177,21.088,20.169,19.185,0.364,2.5860000000000003,2.652,0.157,0.928,5.162000000000001,21.669,0.51
3427,39.579,18.256,0.0003,15.705,23.48,23.48,22.31,0.21,1.399,4.454,0.232,2.102,1.386,23.48,0.5710000000000001
2417,12.92,11.198,0.0213,10.736,3.143,3.2030000000000003,3.143,0.315,0.24,2.242,0.24,2.359,5.877000000000002,3.143,0.361
3458,9.444,12.537,0.0012,7.768,8.695,7.694,7.49,0.611,0.74,1.5930000000000002,0.188,2.629,-0.5529999999999999,8.695,0.618
1667,23.737,13.414,0.0243,10.162,18.371,17.643,17.4,0.2,1.645,4.878,0.316,1.797,2.5,18.195,0.4920000000000001
1963,18.685,11.217,0.0103,8.946,19.148,18.164,17.83,0.639,1.675,1.838,0.111,0.7659999999999999,1.043,19.148,0.4320000000000001
1249,19.78,10.097,0.0242,8.243,14.974,14.296,14.151,0.091,1.6569999999999998,11.443,1.926,4.4110000000000005,0.131,14.91,0.949
2274,19.144,9.603,0.0187,10.23,17.325,16.19,16.19,0.313,1.283,3.145,0.212,3.662,1.499,16.079,0.578
1298,24.993,11.996,0.0241,10.923,20.44,21.674,21.367,0.094,1.608,12.263,0.463,5.3610000000000015,-21.973000000000006,20.44,0.911
1868,21.035,11.487,0.0398,7.976,19.659,16.383,16.259,0.406,6.261,2.359,0.123,0.652,21.319000000000006,19.659,0.455
2387,16.922,10.06,0.0142,8.857999999999997,16.595,16.256,15.96,0.306,1.214,2.67,0.233,2.233,4.268,16.595,0.363
1443,23.573,12.969,0.0422,9.375,10.614,15.531,15.531,0.45,3.818,2.42,0.149,0.645,4.37,19.09,0.3670000000000001
2671,19.638,8.014,0.0294,6.8260000000000005,19.651,14.185,14.0,0.353,1.884,2.733,0.156,0.9,0.136,19.651,0.221
603,18.345,6.327000000000001,0.031,4.475,9.243,9.118,9.057,0.58,1.338,1.868,0.272,2.68,0.48,9.243,0.499
1289,29.969,11.25,0.0216,10.996,23.279,21.002,20.744,0.158,2.2430000000000003,6.792999999999998,0.458,4.463,2.887,23.279,0.875
2502,23.684,8.077,0.0091,20.957,17.694000000000006,21.19,20.771,0.165,1.6840000000000002,6.16,0.242,0.708,1.314,20.527,0.907
63,12.95,7.912000000000001,0.0256,7.5379999999999985,9.925,9.925,9.808,0.255,1.005,3.86,0.465,1.187,0.434,9.925,0.472
1579,17.692999999999994,11.746,0.03,10.345,14.852,14.069,13.909,0.266,1.88,3.579,0.27,1.23,1.622,14.852,0.464
1883,28.027,14.720999999999998,0.0301,10.951,39.837,27.754,27.493,0.386,16.394000000000002,3.034,0.086,0.604,-27.283,39.837,0.505
990,16.225,10.289,0.0356,12.174,11.366,14.414,13.582,0.408,1.466,1.96,0.17,0.929,0.8590000000000001,13.927,0.532
1384,20.033,9.275,0.0322,9.085,16.699,13.05,12.942,0.485,1.539,1.848,0.108,1.412,6.059,16.699,0.643
237,20.636,16.945,0.0307,18.081,27.538,21.918000000000006,21.807,0.179,9.663,6.0070000000000014,0.228,0.8540000000000001,-11.236,27.538,0.69
650,9.496,5.657,0.0355,4.455,9.626,9.524,9.491,0.813,-3.702,1.4680000000000002,0.184,1.731,0.102,9.626,0.431
1967,19.757,10.994000000000002,0.0096,8.985,18.42,18.179,17.944000000000006,0.519,1.212,1.896,0.117,0.7959999999999999,0.778,18.42,0.43
112,17.137999999999998,11.152,0.0281,11.283,18.32,16.851,16.598,0.282,2.559,3.809,0.223,0.845,-2.294,18.32,0.478
3024,10.379,9.017,0.0329,7.905,19.826,16.889,16.785,0.442,1.904,2.389,0.131,2.393,-1.57,19.404,0.5760000000000001
